1,     0,    0
2,     0,    0
3,     0,    0
4,     0,    0
5,     0,    0
6,     0,    0
7,     0,    0
8,     0,    0
9,     0,    0
10,     0,    0
11,     0,    0
12,     0,    0
13,     0,    0
14,     0,    0
15,     0,    0
16,     0,    2
17,     0,    2
18,     1,    3
19,     3,    2
20,     5,    0
21,     5,    2
22,     6,    1
23,     6,    3
24,     6,    5
25,     9,    5
26,    10,    8
27,    16,    8
28,    18,    9
29,    23,    6
30,    23,   11
31,    27,   11
32,    32,    9
33,    34,   15
34,    37,   18
35,    42,   21
36,    51,   17
37,    53,   24
38,    54,   35
39,    62,   38
40,    74,   34
41,    79,   39
42,    89,   36
43,    95,   35
44,   102,   36
45,   113,   34
46,   123,   31
47,   132,   35
48,   145,   50
49,   163,   61
50,   185,   72
51,   211,   70
52,   227,   74
53,   243,   77
54,   257,   79
55,   280,   76
56,   302,   81
57,   318,   92
58,   332,   97
59,   347,  103
60,   364,  106
61,   385,  110
62,   404,  109
63,   425,  104
64,   444,  103
65,   464,  102
66,   481,  108
67,   505,  101
68,   522,  111
69,   539,  113
70,   558,  111
71,   571,  108
72,   588,  113
73,   613,  100
74,   626,  100
75,   639,  115
76,   654,  126
77,   668,  126
78,   683,  131
79,   700,  127
80,   717,  125
81,   736,  129
82,   749,  133
83,   761,  138
84,   776,  137
85,   792,  134
86,   806,  135
87,   827,  135
88,   838,  136
89,   852,  138
90,   869,  142
91,   879,  147
92,   894,  148
93,   910,  153
94,   926,  153
95,   943,  157
96,   965,  155
97,   988,  157
98,  1003,  163
99,  1019,  171
100,  1035,  166
101,  1055,  166
102,  1070,  171
103,  1083,  175
104,  1103,  177
105,  1123,  179
106,  1136,  183
107,  1161,  177
108,  1179,  177
109,  1205,  164
110,  1217,  166
111,  1232,  169
112,  1257,  158
113,  1271,  157
114,  1289,  162
115,  1303,  160
116,  1319,  161
117,  1341,  157
118,  1357,  160
119,  1375,  154
120,  1392,  155
121,  1410,  156
122,  1424,  157
123,  1437,  164
124,  1455,  159
125,  1466,  164
126,  1481,  164
127,  1495,  173
128,  1514,  164
129,  1533,  155
130,  1547,  162
131,  1563,  158
132,  1580,  150
133,  1602,  148
134,  1609,  157
135,  1622,  158
136,  1648,  149
137,  1659,  155
138,  1674,  160
139,  1693,  162
140,  1707,  160
141,  1731,  152
142,  1746,  148
143,  1758,  153
144,  1768,  156
145,  1786,  160
146,  1799,  160
147,  1814,  163
148,  1828,  157
149,  1844,  154
150,  1853,  154
151,  1868,  158
152,  1886,  150
153,  1903,  154
154,  1912,  160
155,  1922,  173
156,  1946,  168
157,  1958,  166
158,  1972,  163
159,  1986,  161
160,  1998,  166
161,  2013,  165
162,  2023,  165
163,  2034,  166
164,  2049,  169
165,  2064,  166
166,  2082,  161
167,  2089,  167
168,  2104,  161
169,  2111,  165
170,  2126,  165
171,  2139,  165
172,  2152,  165
173,  2170,  158
174,  2179,  159
175,  2188,  162
176,  2201,  157
177,  2213,  159
178,  2222,  164
179,  2243,  159
180,  2257,  159
181,  2268,  161
182,  2275,  171
183,  2288,  169
184,  2305,  168
185,  2321,  165
186,  2341,  157
187,  2350,  158
188,  2360,  160
189,  2365,  170
